Group,Tag1 NodeId,Tag1 Name,Tag1 Value,Tag2 NodeId,Tag2 Name,Tag2 Value,Timestamp,Scan Rate (s),CPU (%),Memory (%)
15,ns=2;s=Channel2.RX3i.A123,A123,3981176139,ns=2;s=Channel2.RX3i.A124,A124,3982814564,2025-02-13 15:45:30.449,5.623,30.0,84.2
16,ns=2;s=Channel2.RX3i.A125,A125,3984125304,ns=2;s=Channel2.RX3i.A126,A126,3985436044,2025-02-13 15:45:30.449,5.623,0.0,84.2
17,ns=2;s=Channel2.RX3i.A127,A127,4109036960,ns=2;s=Channel2.RX3i.A128,A128,4233491705,2025-02-13 15:45:30.449,5.623,0.0,84.2
18,ns=2;s=Channel2.RX3i.A129,A129,4111203418,ns=2;s=Channel2.RX3i.A13,A13,3991665759,2025-02-13 15:45:30.449,5.623,0.0,84.2
19,ns=2;s=Channel2.RX3i.A130,A130,4112774438,ns=2;s=Channel2.RX3i.A131,A131,4234933551,2025-02-13 15:45:30.449,5.623,14.3,84.2
20,ns=2;s=Channel2.RX3i.A132,A132,3995860079,ns=2;s=Channel2.RX3i.A133,A133,3997298244,2025-02-13 15:45:30.449,5.623,0.0,84.2
21,ns=2;s=Channel2.RX3i.A134,A134,3998871125,ns=2;s=Channel2.RX3i.A135,A135,4176408173,2025-02-13 15:45:30.449,5.623,0.0,84.2
22,ns=2;s=Channel2.RX3i.A136,A136,4176935158,ns=2;s=Channel2.RX3i.A137,A137,4118739200,2025-02-13 15:45:30.449,5.623,25.0,84.2
23,ns=2;s=Channel2.RX3i.A138,A138,4119590282,ns=2;s=Channel2.RX3i.A139,A139,3716347287,2025-02-13 15:45:30.449,5.623,20.0,84.2
24,ns=2;s=Channel2.RX3i.A14,A14,3947163350,ns=2;s=Channel2.RX3i.A140,A140,4237549020,2025-02-13 15:45:30.449,5.623,25.0,84.2
25,ns=2;s=Channel2.RX3i.A141,A141,4010015895,ns=2;s=Channel2.RX3i.A142,A142,3952668444,2025-02-13 15:45:30.449,5.623,16.7,84.2
1,ns=2;s=Channel2.RX3i.A1,A1,4131650753,ns=2;s=Channel2.RX3i.A10,A10,4132369997,2025-02-13 15:45:36.006,5.557,5.1,84.2
2,ns=2;s=Channel2.RX3i.A100,A100,4133025371,ns=2;s=Channel2.RX3i.A1000,A1000,4134010062,2025-02-13 15:45:36.006,5.557,0.0,84.2
3,ns=2;s=Channel2.RX3i.A101,A101,4242011763,ns=2;s=Channel2.RX3i.A102,A102,4031249627,2025-02-13 15:45:36.006,5.557,0.0,84.2
4,ns=2;s=Channel2.RX3i.A103,A103,61531,ns=2;s=Channel2.RX3i.A104,A104,4033871872,2025-02-13 15:45:36.006,5.557,50.0,84.2
5,ns=2;s=Channel2.RX3i.A105,A105,4190564489,ns=2;s=Channel2.RX3i.A106,A106,4191091150,2025-02-13 15:45:36.006,5.557,16.7,84.2
6,ns=2;s=Channel2.RX3i.A107,A107,4139776470,ns=2;s=Channel2.RX3i.A108,A108,4140824270,2025-02-13 15:45:36.006,5.557,20.0,84.2
7,ns=2;s=Channel2.RX3i.A109,A109,3787126491,ns=2;s=Channel2.RX3i.A11,A11,3789747943,2025-02-13 15:45:36.006,5.557,33.3,84.2
8,ns=2;s=Channel2.RX3i.A110,A110,4244562442,ns=2;s=Channel2.RX3i.A111,A111,4045405443,2025-02-13 15:45:36.006,5.557,14.3,84.2
9,ns=2;s=Channel2.RX3i.A112,A112,3994743091,ns=2;s=Channel2.RX3i.A113,A113,4048023096,2025-02-13 15:45:36.006,5.557,0.0,84.2
10,ns=2;s=Channel2.RX3i.A114,A114,4047958363,ns=2;s=Channel2.RX3i.A115,A115,4050645338,2025-02-13 15:45:36.006,5.557,0.0,84.2
11,ns=2;s=Channel2.RX3i.A116,A116,4052283784,ns=2;s=Channel2.RX3i.A117,A117,4053594524,2025-02-13 15:45:36.006,5.557,0.0,84.2
12,ns=2;s=Channel2.RX3i.A118,A118,4055232949,ns=2;s=Channel2.RX3i.A119,A119,4056543689,2025-02-13 15:45:36.006,5.557,16.7,84.2
13,ns=2;s=Channel2.RX3i.A12,A12,4247446466,ns=2;s=Channel2.RX3i.A120,A120,4059492854,2025-02-13 15:45:36.006,5.557,33.3,84.2
14,ns=2;s=Channel2.RX3i.A121,A121,4060803594,ns=2;s=Channel2.RX3i.A122,A122,4062114334,2025-02-13 15:45:36.006,5.557,0.0,84.2
15,ns=2;s=Channel2.RX3i.A123,A123,4063752759,ns=2;s=Channel2.RX3i.A124,A124,4065063499,2025-02-13 15:45:36.006,5.557,0.0,84.2
16,ns=2;s=Channel2.RX3i.A125,A125,4066374239,ns=2;s=Channel2.RX3i.A126,A126,4068012664,2025-02-13 15:45:36.006,5.557,0.0,84.2
17,ns=2;s=Channel2.RX3i.A127,A127,4158780049,ns=2;s=Channel2.RX3i.A128,A128,4250007533,2025-02-13 15:45:36.006,5.557,0.0,84.2
18,ns=2;s=Channel2.RX3i.A129,A129,4160552277,ns=2;s=Channel2.RX3i.A13,A13,4073913690,2025-02-13 15:45:36.006,5.557,0.0,84.2
19,ns=2;s=Channel2.RX3i.A130,A130,4162123799,ns=2;s=Channel2.RX3i.A131,A131,4251383840,2025-02-13 15:45:36.006,5.557,0.0,84.2
20,ns=2;s=Channel2.RX3i.A132,A132,4078108010,ns=2;s=Channel2.RX3i.A133,A133,4079547179,2025-02-13 15:45:36.006,5.557,66.7,84.2
21,ns=2;s=Channel2.RX3i.A134,A134,4081447745,ns=2;s=Channel2.RX3i.A135,A135,4209439577,2025-02-13 15:45:36.006,5.557,0.0,84.2
22,ns=2;s=Channel2.RX3i.A136,A136,4209965806,ns=2;s=Channel2.RX3i.A137,A137,4168284920,2025-02-13 15:45:36.006,5.557,0.0,84.2
23,ns=2;s=Channel2.RX3i.A138,A138,4169136254,ns=2;s=Channel2.RX3i.A139,A139,3881498763,2025-02-13 15:45:36.006,5.557,0.0,84.2
24,ns=2;s=Channel2.RX3i.A14,A14,4046255042,ns=2;s=Channel2.RX3i.A140,A140,4254066612,2025-02-13 15:45:36.006,5.557,0.0,84.2
25,ns=2;s=Channel2.RX3i.A141,A141,4092591507,ns=2;s=Channel2.RX3i.A142,A142,4051366915,2025-02-13 15:45:36.006,5.557,0.0,84.2
1,ns=2;s=Channel2.RX3i.A1,A1,4131650753,ns=2;s=Channel2.RX3i.A10,A10,4132369997,2025-02-13 15:45:35.993,5.545,5.2,84.2
2,ns=2;s=Channel2.RX3i.A100,A100,4133025371,ns=2;s=Channel2.RX3i.A1000,A1000,4134010062,2025-02-13 15:45:35.993,5.545,0.0,84.2
3,ns=2;s=Channel2.RX3i.A101,A101,4242011763,ns=2;s=Channel2.RX3i.A102,A102,4031249627,2025-02-13 15:45:35.993,5.545,0.0,84.2
4,ns=2;s=Channel2.RX3i.A103,A103,61531,ns=2;s=Channel2.RX3i.A104,A104,4033871872,2025-02-13 15:45:35.993,5.545,25.0,84.2
5,ns=2;s=Channel2.RX3i.A105,A105,4190564489,ns=2;s=Channel2.RX3i.A106,A106,4191091150,2025-02-13 15:45:35.993,5.545,0.0,84.2
6,ns=2;s=Channel2.RX3i.A107,A107,4139776470,ns=2;s=Channel2.RX3i.A108,A108,4140824270,2025-02-13 15:45:35.993,5.545,28.6,84.2
7,ns=2;s=Channel2.RX3i.A109,A109,3787126491,ns=2;s=Channel2.RX3i.A11,A11,3789747943,2025-02-13 15:45:35.993,5.545,0.0,84.2
8,ns=2;s=Channel2.RX3i.A110,A110,4244562442,ns=2;s=Channel2.RX3i.A111,A111,4045405443,2025-02-13 15:45:35.993,5.545,12.5,84.2
9,ns=2;s=Channel2.RX3i.A112,A112,3994743091,ns=2;s=Channel2.RX3i.A113,A113,4048023096,2025-02-13 15:45:35.993,5.545,0.0,84.2
10,ns=2;s=Channel2.RX3i.A114,A114,4047958363,ns=2;s=Channel2.RX3i.A115,A115,4050645338,2025-02-13 15:45:35.993,5.545,0.0,84.2
11,ns=2;s=Channel2.RX3i.A116,A116,4052283784,ns=2;s=Channel2.RX3i.A117,A117,4053594524,2025-02-13 15:45:35.993,5.545,25.0,84.2
12,ns=2;s=Channel2.RX3i.A118,A118,4055232949,ns=2;s=Channel2.RX3i.A119,A119,4056543689,2025-02-13 15:45:35.993,5.545,0.0,84.2
13,ns=2;s=Channel2.RX3i.A12,A12,4247446466,ns=2;s=Channel2.RX3i.A120,A120,4059492854,2025-02-13 15:45:35.993,5.545,12.5,84.2
14,ns=2;s=Channel2.RX3i.A121,A121,4060803594,ns=2;s=Channel2.RX3i.A122,A122,4062114334,2025-02-13 15:45:35.993,5.545,0.0,84.2
15,ns=2;s=Channel2.RX3i.A123,A123,4063752759,ns=2;s=Channel2.RX3i.A124,A124,4065063499,2025-02-13 15:45:35.993,5.545,0.0,84.2
16,ns=2;s=Channel2.RX3i.A125,A125,4066374239,ns=2;s=Channel2.RX3i.A126,A126,4068012664,2025-02-13 15:45:35.993,5.545,0.0,84.2
17,ns=2;s=Channel2.RX3i.A127,A127,4158780049,ns=2;s=Channel2.RX3i.A128,A128,4250007533,2025-02-13 15:45:35.993,5.545,0.0,84.2
18,ns=2;s=Channel2.RX3i.A129,A129,4160552277,ns=2;s=Channel2.RX3i.A13,A13,4073913690,2025-02-13 15:45:35.993,5.545,0.0,84.2
19,ns=2;s=Channel2.RX3i.A130,A130,4162123799,ns=2;s=Channel2.RX3i.A131,A131,4251383840,2025-02-13 15:45:35.993,5.545,25.0,84.2
20,ns=2;s=Channel2.RX3i.A132,A132,4078108010,ns=2;s=Channel2.RX3i.A133,A133,4079547179,2025-02-13 15:45:35.993,5.545,0.0,84.2
21,ns=2;s=Channel2.RX3i.A134,A134,4081447745,ns=2;s=Channel2.RX3i.A135,A135,4209439577,2025-02-13 15:45:35.993,5.545,0.0,84.2
22,ns=2;s=Channel2.RX3i.A136,A136,4209965806,ns=2;s=Channel2.RX3i.A137,A137,4168284920,2025-02-13 15:45:35.993,5.545,0.0,84.2
23,ns=2;s=Channel2.RX3i.A138,A138,4169136254,ns=2;s=Channel2.RX3i.A139,A139,3881498763,2025-02-13 15:45:35.993,5.545,0.0,84.2
24,ns=2;s=Channel2.RX3i.A14,A14,4046255042,ns=2;s=Channel2.RX3i.A140,A140,4254066612,2025-02-13 15:45:35.993,5.545,0.0,84.2
25,ns=2;s=Channel2.RX3i.A141,A141,4092591507,ns=2;s=Channel2.RX3i.A142,A142,4051366915,2025-02-13 15:45:35.993,5.545,25.0,84.2
1,ns=2;s=Channel2.RX3i.A1,A1,4180999612,ns=2;s=Channel2.RX3i.A10,A10,4181915969,2025-02-13 15:45:41.466,5.46,5.0,84.3
2,ns=2;s=Channel2.RX3i.A100,A100,4182571343,ns=2;s=Channel2.RX3i.A1000,A1000,4183555530,2025-02-13 15:45:41.466,5.46,7.1,84.3
3,ns=2;s=Channel2.RX3i.A101,A101,4258527591,ns=2;s=Channel2.RX3i.A102,A102,4114152920,2025-02-13 15:45:41.466,5.46,100.0,84.3
4,ns=2;s=Channel2.RX3i.A103,A103,62796,ns=2;s=Channel2.RX3i.A104,A104,4116774912,2025-02-13 15:45:41.466,5.46,14.3,84.3
5,ns=2;s=Channel2.RX3i.A105,A105,4223726970,ns=2;s=Channel2.RX3i.A106,A106,4224252872,2025-02-13 15:45:41.466,5.46,0.0,84.3
6,ns=2;s=Channel2.RX3i.A107,A107,4189518800,ns=2;s=Channel2.RX3i.A108,A108,4190566853,2025-02-13 15:45:41.466,5.46,14.3,84.3
7,ns=2;s=Channel2.RX3i.A109,A109,3952933330,ns=2;s=Channel2.RX3i.A11,A11,3955554782,2025-02-13 15:45:41.466,5.46,16.7,84.3
8,ns=2;s=Channel2.RX3i.A110,A110,4261145580,ns=2;s=Channel2.RX3i.A111,A111,4128308736,2025-02-13 15:45:41.466,5.46,0.0,84.3
9,ns=2;s=Channel2.RX3i.A112,A112,4094228004,ns=2;s=Channel2.RX3i.A113,A113,4130599968,2025-02-13 15:45:41.466,5.46,16.7,84.3
10,ns=2;s=Channel2.RX3i.A114,A114,4130862668,ns=2;s=Channel2.RX3i.A115,A115,4133549643,2025-02-13 15:45:41.466,5.46,0.0,84.3
11,ns=2;s=Channel2.RX3i.A116,A116,4134860404,ns=2;s=Channel2.RX3i.A117,A117,4136171144,2025-02-13 15:45:41.466,5.46,12.5,84.3
12,ns=2;s=Channel2.RX3i.A118,A118,4137809569,ns=2;s=Channel2.RX3i.A119,A119,4139120309,2025-02-13 15:45:41.466,5.46,0.0,84.3
13,ns=2;s=Channel2.RX3i.A12,A12,4263964058,ns=2;s=Channel2.RX3i.A120,A120,4141741789,2025-02-13 15:45:41.466,5.46,12.5,84.3
14,ns=2;s=Channel2.RX3i.A121,A121,4143052529,ns=2;s=Channel2.RX3i.A122,A122,4144690954,2025-02-13 15:45:41.466,5.46,0.0,84.3
15,ns=2;s=Channel2.RX3i.A123,A123,4146001694,ns=2;s=Channel2.RX3i.A124,A124,4147312434,2025-02-13 15:45:41.466,5.46,0.0,84.3
16,ns=2;s=Channel2.RX3i.A125,A125,4148623174,ns=2;s=Channel2.RX3i.A126,A126,4150261599,2025-02-13 15:45:41.466,5.46,0.0,84.3
17,ns=2;s=Channel2.RX3i.A127,A127,4207933299,ns=2;s=Channel2.RX3i.A128,A128,4266392283,2025-02-13 15:45:41.466,5.46,14.3,84.3
18,ns=2;s=Channel2.RX3i.A129,A129,4209704527,ns=2;s=Channel2.RX3i.A13,A13,4156161621,2025-02-13 15:45:41.466,5.46,0.0,84.3
19,ns=2;s=Channel2.RX3i.A130,A130,4211276549,ns=2;s=Channel2.RX3i.A131,A131,4267768590,2025-02-13 15:45:41.466,5.46,0.0,84.3
20,ns=2;s=Channel2.RX3i.A132,A132,4160355941,ns=2;s=Channel2.RX3i.A133,A133,4161468429,2025-02-13 15:45:41.466,5.46,50.0,84.3
21,ns=2;s=Channel2.RX3i.A134,A134,4163041310,ns=2;s=Channel2.RX3i.A135,A135,4242077750,2025-02-13 15:45:41.466,5.46,16.7,84.3
22,ns=2;s=Channel2.RX3i.A136,A136,4242734306,ns=2;s=Channel2.RX3i.A137,A137,4217240810,2025-02-13 15:45:41.466,5.46,0.0,84.3
23,ns=2;s=Channel2.RX3i.A138,A138,4218092393,ns=2;s=Channel2.RX3i.A139,A139,4045339513,2025-02-13 15:45:41.466,5.46,0.0,84.3
24,ns=2;s=Channel2.RX3i.A14,A14,4144560292,ns=2;s=Channel2.RX3i.A140,A140,4270453112,2025-02-13 15:45:41.466,5.46,66.7,84.3
25,ns=2;s=Channel2.RX3i.A141,A141,4174839438,ns=2;s=Channel2.RX3i.A142,A142,4150065386,2025-02-13 15:45:41.466,5.46,20.0,84.3
1,ns=2;s=Channel2.RX3i.A1,A1,4180999612,ns=2;s=Channel2.RX3i.A10,A10,4181915969,2025-02-13 15:45:41.467,5.474,4.9,84.3
2,ns=2;s=Channel2.RX3i.A100,A100,4182571343,ns=2;s=Channel2.RX3i.A1000,A1000,4183555530,2025-02-13 15:45:41.467,5.474,11.1,84.3
3,ns=2;s=Channel2.RX3i.A101,A101,4258527591,ns=2;s=Channel2.RX3i.A102,A102,4114152920,2025-02-13 15:45:41.467,5.474,16.7,84.3
4,ns=2;s=Channel2.RX3i.A103,A103,62796,ns=2;s=Channel2.RX3i.A104,A104,4116774912,2025-02-13 15:45:41.467,5.474,12.5,84.3
5,ns=2;s=Channel2.RX3i.A105,A105,4223726970,ns=2;s=Channel2.RX3i.A106,A106,4224252872,2025-02-13 15:45:41.467,5.474,16.7,84.3
6,ns=2;s=Channel2.RX3i.A107,A107,4189518800,ns=2;s=Channel2.RX3i.A108,A108,4190566853,2025-02-13 15:45:41.467,5.474,0.0,84.3
7,ns=2;s=Channel2.RX3i.A109,A109,3952933330,ns=2;s=Channel2.RX3i.A11,A11,3955554782,2025-02-13 15:45:41.467,5.474,0.0,84.3
8,ns=2;s=Channel2.RX3i.A110,A110,4261145580,ns=2;s=Channel2.RX3i.A111,A111,4128308736,2025-02-13 15:45:41.467,5.474,12.5,84.3
9,ns=2;s=Channel2.RX3i.A112,A112,4094228004,ns=2;s=Channel2.RX3i.A113,A113,4130599968,2025-02-13 15:45:41.467,5.474,0.0,84.3
10,ns=2;s=Channel2.RX3i.A114,A114,4130862668,ns=2;s=Channel2.RX3i.A115,A115,4133549643,2025-02-13 15:45:41.467,5.474,14.3,84.3
11,ns=2;s=Channel2.RX3i.A116,A116,4134860404,ns=2;s=Channel2.RX3i.A117,A117,4136171144,2025-02-13 15:45:41.467,5.474,50.0,84.3
12,ns=2;s=Channel2.RX3i.A118,A118,4137809569,ns=2;s=Channel2.RX3i.A119,A119,4139120309,2025-02-13 15:45:41.467,5.474,0.0,84.3
13,ns=2;s=Channel2.RX3i.A12,A12,4263964058,ns=2;s=Channel2.RX3i.A120,A120,4141741789,2025-02-13 15:45:41.467,5.474,50.0,84.3
14,ns=2;s=Channel2.RX3i.A121,A121,4143052529,ns=2;s=Channel2.RX3i.A122,A122,4144690954,2025-02-13 15:45:41.467,5.474,0.0,84.3
15,ns=2;s=Channel2.RX3i.A123,A123,4146001694,ns=2;s=Channel2.RX3i.A124,A124,4147312434,2025-02-13 15:45:41.467,5.474,0.0,84.3
16,ns=2;s=Channel2.RX3i.A125,A125,4148623174,ns=2;s=Channel2.RX3i.A126,A126,4150261599,2025-02-13 15:45:41.467,5.474,0.0,84.3
17,ns=2;s=Channel2.RX3i.A127,A127,4207933299,ns=2;s=Channel2.RX3i.A128,A128,4266392283,2025-02-13 15:45:41.467,5.474,14.3,84.3
18,ns=2;s=Channel2.RX3i.A129,A129,4209704527,ns=2;s=Channel2.RX3i.A13,A13,4156161621,2025-02-13 15:45:41.467,5.474,0.0,84.3
19,ns=2;s=Channel2.RX3i.A130,A130,4211276549,ns=2;s=Channel2.RX3i.A131,A131,4267768590,2025-02-13 15:45:41.467,5.474,0.0,84.3
20,ns=2;s=Channel2.RX3i.A132,A132,4160355941,ns=2;s=Channel2.RX3i.A133,A133,4161468429,2025-02-13 15:45:41.467,5.474,25.0,84.3
21,ns=2;s=Channel2.RX3i.A134,A134,4163041310,ns=2;s=Channel2.RX3i.A135,A135,4242077750,2025-02-13 15:45:41.467,5.474,0.0,84.3
22,ns=2;s=Channel2.RX3i.A136,A136,4242734306,ns=2;s=Channel2.RX3i.A137,A137,4217240810,2025-02-13 15:45:41.467,5.474,0.0,84.3
23,ns=2;s=Channel2.RX3i.A138,A138,4218092393,ns=2;s=Channel2.RX3i.A139,A139,4045339513,2025-02-13 15:45:41.467,5.474,33.3,84.3
24,ns=2;s=Channel2.RX3i.A14,A14,4144560292,ns=2;s=Channel2.RX3i.A140,A140,4270453112,2025-02-13 15:45:41.467,5.474,0.0,84.3
25,ns=2;s=Channel2.RX3i.A141,A141,4174839438,ns=2;s=Channel2.RX3i.A142,A142,4150065386,2025-02-13 15:45:41.467,5.474,12.5,84.3
1,ns=2;s=Channel2.RX3i.A1,A1,4234477260,ns=2;s=Channel2.RX3i.A10,A10,4235197550,2025-02-13 15:45:47.371,5.905,4.9,84.0
2,ns=2;s=Channel2.RX3i.A100,A100,4236049535,ns=2;s=Channel2.RX3i.A1000,A1000,4237033178,2025-02-13 15:45:47.371,5.905,9.1,84.0
3,ns=2;s=Channel2.RX3i.A101,A101,4276288660,ns=2;s=Channel2.RX3i.A102,A102,4202626790,2025-02-13 15:45:47.371,5.905,0.0,84.0
4,ns=2;s=Channel2.RX3i.A103,A103,64151,ns=2;s=Channel2.RX3i.A104,A104,4205576192,2025-02-13 15:45:47.371,5.905,33.3,84.0
5,ns=2;s=Channel2.RX3i.A105,A105,4259248837,ns=2;s=Channel2.RX3i.A106,A106,4259773926,2025-02-13 15:45:47.371,5.905,0.0,84.0
6,ns=2;s=Channel2.RX3i.A107,A107,4242800110,ns=2;s=Channel2.RX3i.A108,A108,4243651823,2025-02-13 15:45:47.371,5.905,14.3,84.0
7,ns=2;s=Channel2.RX3i.A109,A109,4130536703,ns=2;s=Channel2.RX3i.A11,A11,4133158155,2025-02-13 15:45:47.371,5.905,0.0,84.0
8,ns=2;s=Channel2.RX3i.A110,A110,4278908546,ns=2;s=Channel2.RX3i.A111,A111,4217110287,2025-02-13 15:45:47.371,5.905,12.5,84.0
9,ns=2;s=Channel2.RX3i.A112,A112,4200790895,ns=2;s=Channel2.RX3i.A113,A113,4219402874,2025-02-13 15:45:47.371,5.905,0.0,84.0
10,ns=2;s=Channel2.RX3i.A114,A114,4219337618,ns=2;s=Channel2.RX3i.A115,A115,4222352278,2025-02-13 15:45:47.371,5.905,25.0,84.0
11,ns=2;s=Channel2.RX3i.A116,A116,4271832734,ns=2;s=Channel2.RX3i.A117,A117,4278058749,2025-02-13 15:45:47.371,5.905,0.0,84.0
12,ns=2;s=Channel2.RX3i.A118,A118,4283629394,ns=2;s=Channel2.RX3i.A119,A119,4286906244,2025-02-13 15:45:47.371,5.905,25.0,84.0
13,ns=2;s=Channel2.RX3i.A12,A12,30,ns=2;s=Channel2.RX3i.A120,A120,6619237,2025-02-13 15:45:47.371,5.905,0.0,84.0
14,ns=2;s=Channel2.RX3i.A121,A121,9896087,ns=2;s=Channel2.RX3i.A122,A122,15794417,2025-02-13 15:45:47.371,5.905,50.0,84.0
15,ns=2;s=Channel2.RX3i.A123,A123,22020432,ns=2;s=Channel2.RX3i.A124,A124,27918762,2025-02-13 15:45:47.371,5.905,0.0,84.0
16,ns=2;s=Channel2.RX3i.A125,A125,34144777,ns=2;s=Channel2.RX3i.A126,A126,37093942,2025-02-13 15:45:47.371,5.905,50.0,84.0
17,ns=2;s=Channel2.RX3i.A127,A127,24969877,ns=2;s=Channel2.RX3i.A128,A128,9634227,2025-02-13 15:45:47.371,5.905,0.0,84.0
18,ns=2;s=Channel2.RX3i.A129,A129,32440486,ns=2;s=Channel2.RX3i.A13,A13,61997242,2025-02-13 15:45:47.371,5.905,20.0,84.0
19,ns=2;s=Channel2.RX3i.A130,A130,39715425,ns=2;s=Channel2.RX3i.A131,A131,14811796,2025-02-13 15:45:47.371,5.905,0.0,84.0
20,ns=2;s=Channel2.RX3i.A132,A132,78971121,ns=2;s=Channel2.RX3i.A133,A133,85001492,2025-02-13 15:45:47.371,5.905,16.7,84.0
21,ns=2;s=Channel2.RX3i.A134,A134,90834278,ns=2;s=Channel2.RX3i.A135,A135,36963740,2025-02-13 15:45:47.371,5.905,0.0,84.0
22,ns=2;s=Channel2.RX3i.A136,A136,39322200,ns=2;s=Channel2.RX3i.A137,A137,60818028,2025-02-13 15:45:47.371,5.905,0.0,84.0
23,ns=2;s=Channel2.RX3i.A138,A138,64422870,ns=2;s=Channel2.RX3i.A139,A139,224789493,2025-02-13 15:45:47.371,5.905,0.0,84.0
24,ns=2;s=Channel2.RX3i.A14,A14,136185569,ns=2;s=Channel2.RX3i.A140,A140,24120958,2025-02-13 15:45:47.371,5.905,0.0,84.0
25,ns=2;s=Channel2.RX3i.A141,A141,127861123,ns=2;s=Channel2.RX3i.A142,A142,158599166,2025-02-13 15:45:47.371,5.905,25.0,84.0
1,ns=2;s=Channel2.RX3i.A1,A1,4234477260,ns=2;s=Channel2.RX3i.A10,A10,4235197550,2025-02-13 15:45:47.371,5.905,4.9,84.0
2,ns=2;s=Channel2.RX3i.A100,A100,4236049535,ns=2;s=Channel2.RX3i.A1000,A1000,4237033178,2025-02-13 15:45:47.371,5.905,12.5,84.0
3,ns=2;s=Channel2.RX3i.A101,A101,4276288660,ns=2;s=Channel2.RX3i.A102,A102,4202626790,2025-02-13 15:45:47.371,5.905,0.0,84.0
4,ns=2;s=Channel2.RX3i.A103,A103,64151,ns=2;s=Channel2.RX3i.A104,A104,4205576192,2025-02-13 15:45:47.371,5.905,12.5,84.0
5,ns=2;s=Channel2.RX3i.A105,A105,4259248837,ns=2;s=Channel2.RX3i.A106,A106,4259773926,2025-02-13 15:45:47.371,5.905,0.0,84.0
6,ns=2;s=Channel2.RX3i.A107,A107,4242800110,ns=2;s=Channel2.RX3i.A108,A108,4243651823,2025-02-13 15:45:47.371,5.905,12.5,84.0
7,ns=2;s=Channel2.RX3i.A109,A109,4130536703,ns=2;s=Channel2.RX3i.A11,A11,4133158155,2025-02-13 15:45:47.371,5.905,25.0,84.0
8,ns=2;s=Channel2.RX3i.A110,A110,4278908546,ns=2;s=Channel2.RX3i.A111,A111,4217110287,2025-02-13 15:45:47.371,5.905,0.0,84.0
9,ns=2;s=Channel2.RX3i.A112,A112,4200790895,ns=2;s=Channel2.RX3i.A113,A113,4219402874,2025-02-13 15:45:47.371,5.905,0.0,84.0
10,ns=2;s=Channel2.RX3i.A114,A114,4219337618,ns=2;s=Channel2.RX3i.A115,A115,4222352278,2025-02-13 15:45:47.371,5.905,25.0,84.0
11,ns=2;s=Channel2.RX3i.A116,A116,4271832734,ns=2;s=Channel2.RX3i.A117,A117,4278058749,2025-02-13 15:45:47.371,5.905,28.6,84.0
12,ns=2;s=Channel2.RX3i.A118,A118,4283629394,ns=2;s=Channel2.RX3i.A119,A119,4286906244,2025-02-13 15:45:47.371,5.905,0.0,84.0
13,ns=2;s=Channel2.RX3i.A12,A12,30,ns=2;s=Channel2.RX3i.A120,A120,6619237,2025-02-13 15:45:47.371,5.905,37.5,84.0
14,ns=2;s=Channel2.RX3i.A121,A121,9896087,ns=2;s=Channel2.RX3i.A122,A122,15794417,2025-02-13 15:45:47.371,5.905,0.0,84.0
15,ns=2;s=Channel2.RX3i.A123,A123,22020432,ns=2;s=Channel2.RX3i.A124,A124,27918762,2025-02-13 15:45:47.371,5.905,33.3,84.0
16,ns=2;s=Channel2.RX3i.A125,A125,34144777,ns=2;s=Channel2.RX3i.A126,A126,37093942,2025-02-13 15:45:47.371,5.905,0.0,84.0
17,ns=2;s=Channel2.RX3i.A127,A127,24969877,ns=2;s=Channel2.RX3i.A128,A128,9634227,2025-02-13 15:45:47.371,5.905,12.5,84.0
18,ns=2;s=Channel2.RX3i.A129,A129,32440486,ns=2;s=Channel2.RX3i.A13,A13,61997242,2025-02-13 15:45:47.371,5.905,0.0,84.0
19,ns=2;s=Channel2.RX3i.A130,A130,39715425,ns=2;s=Channel2.RX3i.A131,A131,14811796,2025-02-13 15:45:47.371,5.905,14.3,84.0
20,ns=2;s=Channel2.RX3i.A132,A132,78971121,ns=2;s=Channel2.RX3i.A133,A133,85001492,2025-02-13 15:45:47.371,5.905,0.0,84.0
21,ns=2;s=Channel2.RX3i.A134,A134,90834278,ns=2;s=Channel2.RX3i.A135,A135,36963740,2025-02-13 15:45:47.371,5.905,0.0,84.0
22,ns=2;s=Channel2.RX3i.A136,A136,39322200,ns=2;s=Channel2.RX3i.A137,A137,60818028,2025-02-13 15:45:47.371,5.905,50.0,84.0
23,ns=2;s=Channel2.RX3i.A138,A138,64422870,ns=2;s=Channel2.RX3i.A139,A139,224789493,2025-02-13 15:45:47.371,5.905,16.7,84.0
24,ns=2;s=Channel2.RX3i.A14,A14,136185569,ns=2;s=Channel2.RX3i.A140,A140,24120958,2025-02-13 15:45:47.371,5.905,0.0,84.0
25,ns=2;s=Channel2.RX3i.A141,A141,127861123,ns=2;s=Channel2.RX3i.A142,A142,158599166,2025-02-13 15:45:47.371,5.905,0.0,84.0
1,ns=2;s=Channel2.RX3i.A1,A1,93782493,ns=2;s=Channel2.RX3i.A10,A10,97256907,2025-02-13 15:46:04.368,16.997,6.3,84.7
2,ns=2;s=Channel2.RX3i.A100,A100,100861446,ns=2;s=Channel2.RX3i.A1000,A1000,104595989,2025-02-13 15:46:04.368,16.997,12.5,84.8
3,ns=2;s=Channel2.RX3i.A101,A101,36308588,ns=2;s=Channel2.RX3i.A102,A102,184812084,2025-02-13 15:46:04.368,16.997,0.0,84.8
